ts,interval,angle,angular_velocity,cart_friction,cart_x,cart_velocity,impulse,input_left,input_right
1687224149.289993,0.0020833333333333333,-0.11152511478318436,-1.3694332236564377,0.0,2.7083583940017206,9.902688455761458,0.0,False,False
1687224149.3068645,0.0020833333333333333,-0.11436189822583968,-1.3616560524745558,0.0,2.728988994951237,9.841492506097834,0.0,False,False
1687224149.324028,0.0020833333333333333,-0.11718206983826421,-1.3536823739637716,0.0,2.7494921043389695,9.778854600386197,0.0,False,False
1687224149.3396199,0.0020833333333333333,-0.11998522279887706,-1.345513421094171,0.0,2.7698647180898206,9.714788290644444,0.0,False,False
1687224149.3569422,0.0020833333333333333,-0.12277095291418237,-1.3371504553465474,0.0,2.7901038603620236,9.649307358265629,0.0,False,False
1687224149.374351,0.0020833333333333333,-0.1255388586775575,-1.3285947664200681,0.0,2.8102065840250816,9.58242580600813,0.0,False,False
1687224149.3904219,0.0020833333333333333,-0.1282885413274194,-1.3198476719337071,0.0,2.830169971120881,9.514157849939775,0.0,False,False
1687224149.4071605,0.0020833333333333333,-0.13101960490476375,-1.3109105171252855,0.0,2.849991133308208,9.444517911345308,0.0,False,False
1687224149.4241726,0.0020833333333333333,-0.13373165631006825,-1.3017846745461625,0.0,2.86966721229021,9.373520608606638,0.0,False,False
1687224149.4411223,0.0020833333333333333,-0.13642430535955044,-1.29247154375145,0.0,2.8891953802248054,9.301180749065148,0.0,False,False
1687224149.4574392,0.0020833333333333333,-0.1390971648407764,-1.2829725509884549,0.0,2.9085728401187225,9.227513320875438,0.0,False,False
1687224149.4741158,0.0020833333333333333,-0.14174985056760894,-1.273289148879626,0.0,2.9277968262039167,9.15253348485969,0.0,False,False
1687224149.4913683,0.0020833333333333333,-0.1443819814344919,-1.263422816103823,0.0,2.9468646042973887,9.076256566371882,0.0,False,False
1687224149.5080388,0.0020833333333333333,-0.1469931794700628,-1.2533750570740265,0.0,2.965773472143951,8.998698047180861,0.0,False,False
1687224149.524408,0.0020833333333333333,-0.14958306989008993,-1.243147401613025,0.0,2.9845207597422814,8.919873557381344,0.0,False,False
1687224149.5416303,0.0020833333333333333,-0.15215128114972437,-1.232741404624531,0.0,3.003103829653469,8.839798867341656,0.0,False,False
1687224149.5578914,0.0020833333333333333,-0.15469744499506852,-1.22215864576519,0.0,3.021520077293758,8.75848987969701,0.0,False,False
1687224149.5750668,0.0020833333333333333,-0.15722119651404975,-1.211400729110994,0.0,3.0397669312097833,8.675962621396906,0.0,False,False
1687224149.5913787,0.0020833333333333333,-0.15972217418659906,-1.2004692828236685,0.0,3.0578418533376635,8.592233235815184,0.0,False,False
1687224149.6082718,0.0020833333333333333,-0.16220001993413036,-1.1893659588150207,0.0,3.0757423392456076,8.507317974931004,0.0,False,False
1687224149.6249223,0.0020833333333333333,-0.1646543791683165,-1.1780924324093434,0.0,3.093465918360039,8.421233191588925,0.0,False,False
1687224149.6420214,0.0020833333333333333,-0.16708490083915722,-1.1666504020035529,0.0,3.1110101541758013,8.333995331846118,0.0,False,False
1687224149.6589563,0.0020833333333333333,-0.16949123748233969,-1.1550415887275811,0.0,3.128372644450451,8.245620927414429,0.0,False,False
1687224149.6751964,0.0020833333333333333,-0.17187304526588731,-1.143267736102862,0.0,3.1455510213825164,8.15612658820498,0.0,False,False
1687224149.6918728,0.0020833333333333333,-0.17422998403609385,-1.1313306096991393,0.0,3.1625429517746397,8.06552899498268,0.0,False,False
1687224149.7090037,0.0020833333333333333,-0.17656171736274207,-1.1192319967911413,0.0,3.1793461371808007,7.97384489213783,0.0,False,False
1687224149.7256017,0.0020833333333333333,-0.17886791258360876,-1.1069737060160145,0.0,3.1959583140394443,7.881091080581838,0.0,False,False
1687224149.7420833,0.0020833333333333333,-0.18114824084824807,-1.0945575670268681,0.0,3.2123772537906916,7.78728441077377,0.0,False,False
1687224149.7588854,0.0020833333333333333,-0.18340237716105853,-1.0819854301490217,0.0,3.228600762979795,7.692441775884275,0.0,False,False
1687224149.776517,0.0020833333333333333,-0.18563000042363215,-1.0692591660353346,0.0,3.2446266833462687,7.596580105103146,0.0,False,False
1687224149.7923543,0.0020833333333333333,-0.1878307934763821,-1.0563806653199759,0.0,3.2604528918985807,7.499716357096598,0.0,False,False
1687224149.8090353,0.0020833333333333333,-0.190004443139454,-1.0433518382745133,0.0,3.276077300975885,7.401867513619973,0.0,False,False
1687224149.8258448,0.0020833333333333333,-0.1921506402529176,-1.0301746144625223,0.0,3.291497858295884,7.303050573291511,0.0,False,False
1687224149.8427095,0.0020833333333333333,-0.19426907971624247,-1.0168509423959415,0.0,3.3067125469902976,7.203282545532339,0.0,False,False
1687224149.8598342,0.0020833333333333333,-0.19635946052705466,-1.003382789189855,0.0,3.321719385626807,7.102580444677765,0.0,False,False
1687224149.8761806,0.0020833333333333333,-0.19842148581918148,-0.9897721402208726,0.0,3.336516428219852,7.000961284264599,0.0,False,False
1687224149.893556,0.0020833333333333333,-0.20045486289998024,-0.9760209987834045,0.0,3.3511017642287015,6.898442071498903,0.0,False,False
1687224149.9095087,0.0020833333333333333,-0.20245930328695683,-0.9621313857487612,0.0,3.365473518544377,6.795039801908423,0.0,False,False
1687224149.9263248,0.0020833333333333333,-0.20443452274367246,-0.9481053392235061,0.0,3.3796298514649834,6.690771454183598,0.0,False,False
1687224149.9434505,0.0020833333333333333,-0.2063802413149448,-0.933944914210727,0.0,3.393568958661149,6.585653985210713,0.0,False,False
1687224149.9602451,0.0020833333333333333,-0.20829618336134312,-0.9196521822711867,0.0,3.4072890711303216,6.479704325300599,0.0,False,False
1687224149.9764943,0.0020833333333333333,-0.21018207759298058,-0.90522923118598,0.0,3.4207884551414054,6.372939373615903,0.0,False,False
1687224149.9933515,0.0020833333333333333,-0.2120376571026065,-0.890678164620442,0.0,3.43406541216973,6.265375993799707,0.0,False,False
1687224150.0106585,0.0020833333333333333,-0.2138626593980039,-0.8760011017907487,0.0,3.4471182788234955,6.157031009807967,0.0,False,False
1687224150.0272486,0.0020833333333333333,-0.21565682643369055,-0.8612001771295974,0.0,3.459945426760555,6.047921201947949,0.0,False,False
1687224150.0434809,0.0020833333333333333,-0.21741990464193212,-0.8462775399559508,0.0,3.4725452625979187,5.938063303124635,0.0,False,False
1687224150.0602942,0.0020833333333333333,-0.21915164496306636,-0.8312353541444351,0.0,3.4849162278127324,5.827473995296619,0.0,False,False
1687224150.0771832,0.0020833333333333333,-0.22085180287514694,-0.816075797798681,0.0,3.497056798636322,5.7161699061428966,0.0,False,False
1687224150.0938482,0.0020833333333333333,-0.22252013842290286,-0.8008010629228401,0.0,3.5089654859407347,5.60416760594158,0.0,False,False
